age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
69,State-gov,1360752,9th,10,Divorced,Handlers-cleaners,Wife,Other,Male,30781,772,60,Honduras,<=50K
73,Self-emp-not-inc,985885,1st-4th,3,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,44527,312,62,Japan,<=50K
63,Self-emp-not-inc,297224,12th,13,Married-spouse-absent,Craft-repair,Unmarried,White,Male,59262,3780,96,Dominican-Republic,<=50K
68,Self-emp-not-inc,1061510,5th-6th,6,Married-civ-spouse,Transport-moving,Other-relative,White,Female,76350,1756,24,Puerto-Rico,<=50K
23,Self-emp-inc,105407,5th-6th,14,Separated,Adm-clerical,Wife,Other,Male,67836,2855,95,Cuba,<=50K
76,Private,773861,HS-grad,13,Married-AF-spouse,Transport-moving,Wife,White,Male,3558,4297,3,Germany,>50K
44,Private,929027,9th,15,Married-AF-spouse,Priv-house-serv,Wife,Other,Male,19670,4100,1,Portugal,<=50K
57,State-gov,215692,Assoc-acdm,10,Never-married,Transport-moving,Husband,White,Female,26141,1315,63,South,>50K
57,Local-gov,1429120,Masters,9,Married-spouse-absent,Handlers-cleaners,Wife,Other,Female,99909,2771,82,Honduras,>50K
89,Self-emp-not-inc,141415,Some-college,11,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Male,24348,1756,19,Thailand,>50K
41,Self-emp-inc,96785,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,17614,3558,1,Philippines,<=50K
45,State-gov,747194,5th-6th,15,Never-married,Protective-serv,Wife,Black,Male,90889,143,57,Puerto-Rico,<=50K
73,Without-pay,1114155,10th,6,Divorced,Machine-op-inspct,Unmarried,Other,Male,8197,729,80,Laos,>50K
63,Without-pay,818938,10th,2,Separated,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,39837,593,37,Haiti,<=50K
40,Self-emp-not-inc,172660,Masters,16,Separated,Prof-specialty,Not-in-family,Other,Female,73816,2781,5,Dominican-Republic,<=50K
42,Without-pay,144169,10th,14,Married-AF-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,90538,3107,64,Germany,<=50K
78,Federal-gov,212323,9th,11,Married-civ-spouse,Armed-Forces,Own-child,Black,Female,81620,3122,89,Portugal,<=50K
78,Self-emp-inc,1464696,Assoc-voc,3,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,58225,1301,18,Portugal,<=50K
27,Local-gov,1395923,Assoc-voc,5,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,16855,815,18,Jamaica,>50K
46,Private,132068,Bachelors,6,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,59434,193,36,Vietnam,<=50K
73,Federal-gov,1048753,Assoc-acdm,15,Divorced,Priv-house-serv,Wife,Black,Male,16651,774,48,Thailand,<=50K
25,Federal-gov,1220431,Preschool,6,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,17071,3144,34,Philippines,<=50K
30,Local-gov,838994,10th,11,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,22607,1504,37,Thailand,<=50K
28,Self-emp-not-inc,243805,Assoc-voc,15,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Female,28794,2631,55,South,>50K
56,Private,255658,11th,11,Never-married,Handlers-cleaners,Husband,Black,Male,59870,1143,72,Vietnam,>50K
50,Self-emp-inc,1037276,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,37690,4214,24,El-Salvador,<=50K
40,Never-worked,838632,12th,3,Never-married,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,55251,3585,95,United-States,>50K
27,Local-gov,270305,Doctorate,5,Never-married,Protective-serv,Own-child,White,Female,17568,2342,1,Dominican-Republic,<=50K
64,Local-gov,104329,Assoc-acdm,1,Divorced,Tech-support,Own-child,White,Male,57201,3855,44,Columbia,<=50K
76,State-gov,652431,HS-grad,3,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,18996,408,85,Japan,<=50K
32,Local-gov,595298,Assoc-voc,10,Separated,Exec-managerial,Own-child,White,Female,6568,2190,7,Dominican-Republic,<=50K
66,Self-emp-not-inc,1463624,11th,11,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,1862,1464,74,Japan,<=50K
75,Never-worked,1053543,9th,3,Divorced,Protective-serv,Unmarried,Black,Female,69388,3425,78,Philippines,>50K
58,Self-emp-not-inc,639302,9th,6,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,70345,832,20,Japan,<=50K
59,State-gov,852336,Prof-school,12,Married-AF-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,29499,2728,33,Japan,>50K
29,Without-pay,779033,9th,2,Divorced,Prof-specialty,Own-child,Black,Female,74664,2390,59,Columbia,<=50K
87,State-gov,1010256,12th,10,Widowed,Armed-Forces,Husband,Black,Female,45430,2775,76,Thailand,>50K
87,Never-worked,874251,5th-6th,8,Separated,Farming-fishing,Not-in-family,White,Male,46421,1252,41,Honduras,<=50K
69,Self-emp-not-inc,183512,10th,6,Widowed,Farming-fishing,Unmarried,Black,Female,18221,1900,7,Laos,<=50K
83,State-gov,787904,Preschool,8,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,55757,1205,72,Haiti,>50K
61,Private,1133580,12th,7,Married-AF-spouse,Craft-repair,Wife,Other,Female,51186,693,89,Mexico,>50K
65,Local-gov,1351536,Prof-school,15,Married-spouse-absent,Sales,Husband,Asian-Pac-Islander,Female,54058,2706,60,Philippines,<=50K
78,Self-emp-not-inc,1425780,Some-college,14,Separated,Armed-Forces,Not-in-family,Other,Female,26297,3952,29,Jamaica,<=50K
19,State-gov,997818,HS-grad,16,Separated,Craft-repair,Other-relative,Other,Male,8005,2072,64,Japan,<=50K
33,Self-emp-inc,1353712,Assoc-acdm,11,Separated,Handlers-cleaners,Wife,White,Female,61712,3859,35,Honduras,<=50K
32,Self-emp-not-inc,40175,9th,8,Separated,Craft-repair,Husband,Black,Male,23480,2988,63,South,>50K
63,Without-pay,142262,12th,5,Never-married,Armed-Forces,Wife,White,Female,20365,4136,35,Hungary,<=50K
34,Never-worked,296827,9th,10,Divorced,Farming-fishing,Wife,Other,Male,6392,2875,30,Vietnam,<=50K
45,Self-emp-not-inc,158020,Assoc-acdm,9,Divorced,Adm-clerical,Unmarried,Other,Male,8067,3287,72,Thailand,<=50K
53,Self-emp-not-inc,979211,Doctorate,14,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,63879,522,64,Mexico,<=50K
72,Private,771097,12th,8,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,83201,889,46,Portugal,>50K
55,State-gov,818114,Some-college,12,Separated,Machine-op-inspct,Wife,White,Male,61970,250,75,United-States,<=50K
18,Never-worked,786907,7th-8th,1,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,46423,471,2,Puerto-Rico,>50K
67,Self-emp-not-inc,732175,11th,7,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,29493,1953,54,United-States,<=50K
48,Federal-gov,1279216,10th,6,Separated,Prof-specialty,Wife,Black,Female,25090,1797,1,Jamaica,<=50K
25,State-gov,320037,HS-grad,11,Married-civ-spouse,Other-service,Other-relative,Black,Female,7562,3939,90,Philippines,<=50K
65,Federal-gov,557528,7th-8th,2,Widowed,Tech-support,Husband,White,Male,89228,17,85,Laos,<=50K
36,Without-pay,151672,Some-college,3,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Female,31745,3509,27,Mexico,<=50K
51,Without-pay,772741,Preschool,3,Widowed,Transport-moving,Unmarried,Black,Male,68294,3329,63,Portugal,<=50K
88,State-gov,527023,Some-college,10,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,10786,3833,60,Cuba,<=50K
34,State-gov,313373,Masters,6,Divorced,Prof-specialty,Own-child,Black,Male,57446,1785,88,Jamaica,<=50K
82,Federal-gov,823428,7th-8th,2,Married-civ-spouse,Other-service,Own-child,White,Male,6948,4333,99,Hungary,<=50K
51,Federal-gov,1411460,Bachelors,16,Widowed,Tech-support,Not-in-family,White,Male,33804,2499,22,Dominican-Republic,<=50K
86,Local-gov,1148902,5th-6th,11,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Female,355,1767,13,Portugal,<=50K
79,Private,191023,Assoc-voc,10,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,62406,1300,78,Puerto-Rico,>50K
78,Local-gov,529895,Doctorate,11,Married-AF-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,49923,3465,20,Haiti,>50K
32,Private,1348609,9th,5,Widowed,Exec-managerial,Wife,Black,Female,5168,721,96,Mexico,>50K
75,State-gov,320655,HS-grad,1,Married-AF-spouse,Armed-Forces,Wife,Other,Female,41571,1591,11,Dominican-Republic,>50K
44,Local-gov,1328818,Prof-school,3,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Male,92540,3337,95,Cuba,<=50K
84,Federal-gov,1335796,11th,14,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,20299,17,93,Canada,>50K
90,Self-emp-inc,86900,Assoc-voc,7,Separated,Tech-support,Unmarried,Other,Male,52987,2269,29,Thailand,>50K
62,Local-gov,1473634,12th,16,Married-spouse-absent,Armed-Forces,Not-in-family,Other,Male,95796,1783,77,India,<=50K
84,State-gov,1158441,7th-8th,5,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,74977,3123,92,Puerto-Rico,<=50K
56,State-gov,748012,Assoc-acdm,8,Widowed,Sales,Unmarried,White,Female,6718,1341,83,Germany,<=50K
19,Never-worked,511183,Assoc-acdm,14,Never-married,Transport-moving,Wife,White,Male,97513,40,70,Dominican-Republic,<=50K
81,Self-emp-not-inc,694530,7th-8th,12,Widowed,Other-service,Wife,Other,Female,29569,1243,83,Mexico,<=50K
56,Private,344425,Prof-school,9,Never-married,Exec-managerial,Wife,Black,Female,14907,1017,56,Hungary,>50K
20,State-gov,1158615,1st-4th,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,72455,2819,92,Mexico,<=50K
21,Self-emp-not-inc,607135,Assoc-acdm,15,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,24714,90,3,India,<=50K
70,Self-emp-not-inc,663968,5th-6th,8,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,27110,2549,21,Haiti,<=50K
85,Self-emp-inc,1377963,HS-grad,6,Never-married,Exec-managerial,Own-child,Other,Female,20630,3826,89,United-States,<=50K
68,State-gov,84065,11th,13,Married-civ-spouse,Sales,Other-relative,White,Male,87186,310,56,Hungary,>50K
49,Private,601911,Preschool,3,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Female,2693,3204,14,Hungary,<=50K
39,Federal-gov,913038,Some-college,1,Married-AF-spouse,Other-service,Unmarried,Other,Female,10985,3255,18,Cuba,<=50K
47,Private,371030,Bachelors,14,Married-AF-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,31463,1530,2,Dominican-Republic,<=50K
40,Without-pay,269643,HS-grad,15,Divorced,Tech-support,Wife,Other,Male,35864,4055,37,India,<=50K
37,Without-pay,787694,11th,11,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,70641,1323,62,Portugal,<=50K
26,Private,284735,7th-8th,4,Married-AF-spouse,Handlers-cleaners,Own-child,Other,Female,11240,1447,57,Dominican-Republic,<=50K
59,Self-emp-inc,617753,Doctorate,12,Divorced,Priv-house-serv,Husband,Black,Female,30626,4286,11,Honduras,<=50K
33,Federal-gov,136590,Some-college,16,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Male,70572,2689,77,Mexico,<=50K
27,Federal-gov,40387,7th-8th,3,Separated,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,82756,3533,63,Vietnam,<=50K
37,Self-emp-not-inc,1099294,Assoc-acdm,3,Divorced,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,84207,889,14,Jamaica,>50K
76,Federal-gov,287652,10th,6,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,81638,1507,91,Mexico,>50K
59,Without-pay,54570,Prof-school,5,Never-married,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,76994,544,66,Japan,<=50K
53,Self-emp-not-inc,37754,Prof-school,1,Never-married,Craft-repair,Husband,Black,Female,49216,1852,57,Vietnam,<=50K
60,Self-emp-not-inc,850809,Some-college,2,Widowed,Tech-support,Own-child,Black,Male,31875,58,44,Laos,<=50K
58,Federal-gov,784148,Bachelors,5,Separated,Farming-fishing,Not-in-family,Black,Male,7609,591,9,South,>50K
53,Federal-gov,873100,Preschool,5,Married-civ-spouse,Sales,Own-child,Other,Male,13608,2996,1,Japan,<=50K
79,Self-emp-inc,960240,Assoc-voc,11,Divorced,Exec-managerial,Wife,Black,Male,36701,2576,99,El-Salvador,<=50K
71,Private,979694,Doctorate,13,Separated,Machine-op-inspct,Husband,Black,Female,42583,206,78,Japan,<=50K
30,Private,1074061,Preschool,13,Married-spouse-absent,Handlers-cleaners,Wife,Black,Female,42974,3666,25,Mexico,<=50K
77,Without-pay,1272384,12th,15,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Male,13865,1372,27,Mexico,<=50K
29,Self-emp-not-inc,319588,7th-8th,15,Married-AF-spouse,Prof-specialty,Unmarried,White,Male,66463,3407,83,Thailand,>50K
22,Self-emp-inc,148271,5th-6th,12,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,32615,2072,36,United-States,<=50K
48,Without-pay,1202188,1st-4th,6,Never-married,Tech-support,Own-child,Other,Male,89672,1722,44,Canada,<=50K
46,Local-gov,112128,Prof-school,4,Widowed,Sales,Wife,Asian-Pac-Islander,Female,93416,485,36,Columbia,<=50K
75,Private,619843,Preschool,5,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,7834,3960,41,Germany,<=50K
68,Self-emp-not-inc,920306,Doctorate,12,Separated,Exec-managerial,Other-relative,White,Female,12088,3349,96,Puerto-Rico,>50K
21,Federal-gov,84980,Bachelors,14,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,57140,1544,95,India,>50K
53,Self-emp-inc,1452373,Masters,1,Married-spouse-absent,Handlers-cleaners,Unmarried,Black,Male,10743,4270,94,South,<=50K
75,Never-worked,1383528,Bachelors,6,Never-married,Tech-support,Wife,Black,Male,39470,1132,89,Thailand,<=50K
71,Private,1250907,HS-grad,8,Married-AF-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,39703,2808,13,Puerto-Rico,<=50K
54,Private,1037274,Masters,7,Married-spouse-absent,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,16097,882,99,El-Salvador,<=50K
62,Local-gov,1184906,Masters,9,Divorced,Transport-moving,Own-child,Black,Female,49966,1918,83,Puerto-Rico,>50K
58,Never-worked,843805,HS-grad,4,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,92189,2094,1,Japan,<=50K
34,Private,1122861,7th-8th,2,Widowed,Exec-managerial,Wife,Other,Male,6380,2455,55,Germany,<=50K
58,Without-pay,71725,Some-college,1,Never-married,Other-service,Own-child,Other,Male,88308,4072,30,Canada,<=50K
66,Never-worked,319286,9th,1,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,40196,2460,37,Japan,<=50K
21,Federal-gov,32942,Prof-school,4,Divorced,Sales,Not-in-family,White,Male,48720,2114,95,Vietnam,<=50K
68,Federal-gov,193730,5th-6th,13,Separated,Transport-moving,Not-in-family,White,Male,48161,3305,35,Mexico,<=50K
35,Never-worked,847175,10th,3,Married-civ-spouse,Craft-repair,Own-child,White,Female,34200,2031,37,Haiti,<=50K
17,State-gov,1139332,Assoc-voc,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,5951,138,46,Canada,>50K
72,Local-gov,1311233,Assoc-voc,12,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,9702,492,17,Honduras,<=50K
45,Self-emp-inc,248210,5th-6th,16,Divorced,Protective-serv,Unmarried,Other,Female,27475,4335,76,Mexico,>50K
47,Never-worked,969306,Doctorate,11,Widowed,Handlers-cleaners,Wife,Other,Female,47193,1724,83,Haiti,<=50K
63,Self-emp-inc,1112435,Doctorate,2,Married-spouse-absent,Sales,Other-relative,Black,Male,56473,3115,32,Laos,<=50K
58,Federal-gov,20475,7th-8th,2,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,36182,3225,36,Canada,<=50K
62,Without-pay,495399,Assoc-voc,3,Divorced,Farming-fishing,Husband,Black,Male,34551,3523,28,Hungary,>50K
86,Local-gov,955351,12th,1,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,74072,3163,71,Portugal,<=50K
65,Without-pay,213169,10th,4,Never-married,Protective-serv,Not-in-family,Other,Female,54609,2195,17,Portugal,<=50K
20,Never-worked,527568,Some-college,8,Never-married,Machine-op-inspct,Wife,Black,Female,53575,2307,3,Philippines,<=50K
33,State-gov,689909,Some-college,14,Married-spouse-absent,Transport-moving,Wife,Asian-Pac-Islander,Female,59032,1418,10,Jamaica,>50K
50,Self-emp-not-inc,192660,9th,10,Married-spouse-absent,Priv-house-serv,Own-child,Other,Male,36826,962,50,India,<=50K
51,Without-pay,111682,7th-8th,14,Divorced,Farming-fishing,Unmarried,Other,Female,83726,2715,55,Thailand,>50K
43,Local-gov,1211858,11th,11,Never-married,Protective-serv,Unmarried,Black,Male,36455,1126,94,Honduras,<=50K
30,Self-emp-not-inc,141833,Some-college,2,Separated,Other-service,Unmarried,Black,Male,79652,1781,6,Thailand,<=50K
24,Private,864346,7th-8th,5,Separated,Adm-clerical,Wife,White,Female,93771,176,63,United-States,<=50K
27,Never-worked,629036,HS-grad,8,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,72477,1347,45,Thailand,<=50K
87,Private,1082779,11th,9,Widowed,Handlers-cleaners,Husband,Other,Male,57133,1248,58,Germany,<=50K
46,Federal-gov,1334774,Assoc-acdm,13,Divorced,Handlers-cleaners,Other-relative,White,Male,22369,2439,42,United-States,<=50K
88,Never-worked,256271,5th-6th,10,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,40825,748,56,Vietnam,<=50K
41,Without-pay,1408412,Some-college,13,Divorced,Farming-fishing,Unmarried,Black,Male,4852,2634,66,Puerto-Rico,<=50K
40,Without-pay,183933,9th,1,Married-AF-spouse,Craft-repair,Other-relative,Black,Female,87320,3800,16,Columbia,>50K
53,State-gov,1312935,5th-6th,6,Divorced,Protective-serv,Other-relative,Asian-Pac-Islander,Male,84942,3683,96,Laos,<=50K
87,Federal-gov,772789,Bachelors,16,Never-married,Adm-clerical,Husband,Black,Female,98452,2663,76,Laos,<=50K
58,Self-emp-inc,79999,5th-6th,3,Married-civ-spouse,Protective-serv,Wife,Other,Male,56735,1350,12,South,>50K
19,Never-worked,792536,10th,16,Married-civ-spouse,Protective-serv,Other-relative,White,Male,46584,1459,70,Cuba,<=50K
37,Local-gov,1307601,Bachelors,6,Widowed,Tech-support,Not-in-family,Black,Male,75327,2775,27,Columbia,<=50K
89,Federal-gov,872627,Assoc-voc,7,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,71407,216,92,Japan,<=50K
28,Never-worked,155591,Some-college,2,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,22339,3949,60,Canada,>50K
78,Self-emp-inc,1112348,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Wife,Other,Female,92963,478,91,Hungary,<=50K
85,Private,1261077,Preschool,4,Married-civ-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Female,28408,1753,81,Jamaica,<=50K
32,Local-gov,993158,Doctorate,7,Widowed,Other-service,Husband,Black,Male,22146,4007,4,India,<=50K
58,Federal-gov,617757,Bachelors,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,81539,4138,50,Cuba,<=50K
61,Local-gov,1011869,Doctorate,14,Married-civ-spouse,Protective-serv,Husband,Other,Male,74121,2848,67,Dominican-Republic,<=50K
75,Local-gov,508246,Preschool,12,Married-spouse-absent,Sales,Other-relative,Other,Female,53721,2313,51,Cuba,<=50K
76,State-gov,270952,Masters,2,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,83590,2612,76,Canada,>50K
21,Self-emp-inc,1277110,12th,10,Married-spouse-absent,Tech-support,Own-child,Amer-Indian-Eskimo,Male,13343,4313,97,Columbia,<=50K
40,Self-emp-inc,630296,Masters,3,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,43218,3209,71,Honduras,<=50K
86,Self-emp-inc,1141660,7th-8th,15,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,40062,306,75,Jamaica,<=50K
43,Never-worked,899120,HS-grad,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,71910,2964,58,Jamaica,>50K
35,State-gov,1314732,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,71266,1,78,Philippines,>50K
63,Federal-gov,778900,Bachelors,4,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,3168,3468,7,Mexico,<=50K
31,Never-worked,463776,Assoc-acdm,16,Separated,Machine-op-inspct,Other-relative,Black,Male,31975,4161,31,Japan,<=50K
27,Without-pay,461978,1st-4th,16,Married-AF-spouse,Sales,Wife,White,Female,65186,4057,23,Puerto-Rico,>50K
76,Local-gov,781517,Doctorate,10,Married-civ-spouse,Other-service,Not-in-family,Black,Male,59048,3417,48,Canada,<=50K
25,Without-pay,1408024,HS-grad,14,Married-AF-spouse,Farming-fishing,Wife,White,Male,62248,2928,70,India,>50K
82,Never-worked,292183,Assoc-acdm,12,Separated,Tech-support,Unmarried,Black,Female,41390,3360,96,Philippines,<=50K
35,Local-gov,219505,Bachelors,14,Married-spouse-absent,Transport-moving,Own-child,Black,Male,4849,743,9,Jamaica,<=50K
24,Private,394797,5th-6th,3,Widowed,Sales,Wife,Other,Female,44691,3588,53,Thailand,<=50K
71,Federal-gov,1452904,11th,3,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,66470,1549,9,Canada,<=50K
30,Self-emp-not-inc,918971,7th-8th,5,Separated,Other-service,Husband,Other,Male,53939,574,44,Puerto-Rico,<=50K
44,State-gov,1168262,Bachelors,4,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,39582,2680,46,India,<=50K
42,Private,849619,Doctorate,12,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,59987,3636,79,Thailand,<=50K
54,Federal-gov,893504,5th-6th,13,Widowed,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,18496,2922,77,United-States,>50K
52,Federal-gov,939902,10th,12,Separated,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,96394,1642,65,Thailand,<=50K
31,Federal-gov,200702,11th,7,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Female,50139,1189,71,Laos,<=50K
34,State-gov,942847,9th,12,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Male,39866,960,51,Dominican-Republic,>50K
31,Local-gov,845805,Preschool,12,Divorced,Farming-fishing,Husband,Black,Female,33006,4270,64,Philippines,<=50K
21,Self-emp-not-inc,1230521,Doctorate,2,Married-AF-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,43640,836,43,Japan,<=50K
65,Without-pay,142269,11th,11,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,61946,892,8,Laos,>50K
51,Federal-gov,763736,Doctorate,1,Divorced,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,36843,2360,35,Jamaica,<=50K
25,Self-emp-not-inc,1389781,9th,14,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,33458,1406,30,Honduras,<=50K
41,State-gov,1219587,Preschool,1,Separated,Adm-clerical,Not-in-family,White,Male,6023,2568,11,Puerto-Rico,<=50K
66,Federal-gov,434442,Assoc-voc,13,Never-married,Protective-serv,Not-in-family,Other,Male,1199,960,56,El-Salvador,<=50K
38,State-gov,1089436,Some-college,1,Married-AF-spouse,Craft-repair,Wife,Other,Female,38527,1570,50,Puerto-Rico,>50K
46,Without-pay,602815,9th,11,Divorced,Farming-fishing,Husband,Black,Female,8772,2694,80,Philippines,<=50K
72,State-gov,1184560,10th,2,Never-married,Adm-clerical,Other-relative,White,Male,55232,192,36,Honduras,<=50K
66,Never-worked,953510,Doctorate,11,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,46810,1324,76,South,<=50K
68,Local-gov,724637,Masters,4,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,8897,3335,97,Canada,>50K
45,Federal-gov,39992,Doctorate,13,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,10521,1415,59,Jamaica,<=50K
52,Never-worked,1137013,1st-4th,16,Divorced,Handlers-cleaners,Wife,Black,Male,55773,1357,52,United-States,<=50K
79,Local-gov,813333,12th,8,Widowed,Exec-managerial,Other-relative,Other,Female,90470,3134,1,Canada,<=50K
81,State-gov,799880,5th-6th,4,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,27456,2209,28,Dominican-Republic,<=50K
21,Self-emp-inc,1068898,Prof-school,9,Married-spouse-absent,Craft-repair,Wife,Black,Female,61557,3122,82,El-Salvador,<=50K
79,Never-worked,1360258,Bachelors,2,Never-married,Sales,Not-in-family,Black,Female,46453,302,13,Columbia,<=50K
83,Never-worked,318645,5th-6th,16,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,69837,2478,9,Puerto-Rico,>50K
86,Never-worked,1343919,10th,1,Married-spouse-absent,Protective-serv,Wife,White,Male,2882,3483,73,South,>50K
36,Federal-gov,239930,10th,13,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,21324,1366,64,Philippines,<=50K
54,Without-pay,961140,Assoc-voc,12,Widowed,Sales,Unmarried,White,Male,70675,703,60,South,<=50K
20,State-gov,733088,7th-8th,15,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,45753,1194,38,El-Salvador,<=50K
25,Private,1131321,12th,13,Widowed,Machine-op-inspct,Unmarried,Other,Male,87149,1358,45,Portugal,<=50K
58,Never-worked,805379,Masters,11,Married-AF-spouse,Armed-Forces,Own-child,White,Female,32192,4032,89,United-States,<=50K
32,Local-gov,873746,HS-grad,4,Widowed,Protective-serv,Husband,Black,Male,35290,659,25,Laos,<=50K
33,Local-gov,661259,Assoc-voc,7,Divorced,Priv-house-serv,Not-in-family,White,Male,67500,3347,30,Thailand,>50K
38,Federal-gov,987659,Prof-school,9,Married-civ-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,32650,4246,46,Thailand,<=50K
50,Without-pay,449226,9th,15,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Male,733,3130,82,South,<=50K
28,Private,441793,12th,10,Divorced,Exec-managerial,Not-in-family,Other,Female,53476,187,4,Canada,<=50K
76,Federal-gov,618063,Prof-school,5,Married-AF-spouse,Priv-house-serv,Own-child,Other,Male,3918,261,61,Hungary,<=50K
66,Local-gov,310661,Assoc-acdm,6,Never-married,Prof-specialty,Not-in-family,Other,Male,76500,3826,35,Japan,<=50K
75,Self-emp-not-inc,473890,Assoc-acdm,6,Married-civ-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,32187,230,97,Haiti,<=50K
